postcodeSector,households,numberOfPostcodeUnits,headcount
WC1A 1,134,183,242
WC1A 2,168,195,409
WC1B 3,475,247,821
WC1B 4,316,93,197
WC1E 6,472,123,861
WC1E 7,385,169,860
WC1H 0,829,191,1038
WC1H 8,1161,152,2810
WC1H 9,2059,329,3395
WC1N 1,1565,187,2477
WC1N 2,811,177,985
WC1N 3,1168,205,2383
WC1R 4,400,234,421
WC1V 6,273,208,173
WC1V 7,132,193,97
WC1X 0,1313,147,2829
WC1X 8,211,280,1021
WC1X 9,1755,234,3407
WC2B 4,374,158,510
WC2B 5,707,265,968
WC2E 7,435,187,276
WC2E 9,248,247,348
WC2H 0,503,170,483
WC2H 7,141,224,339
WC2H 8,148,197,492
WC2H 9,648,311,1063
WC2N 4,190,183,302
WC2N 5,207,154,220
WC2N 6,240,158,170
WD17 1,643,269,2200
WD17 2,1669,205,4686
WD17 3,1453,146,4134
WD17 4,3261,292,8862
WD18 0,3336,275,10101
WD18 6,2056,120,5188
WD18 7,4172,292,11990
WD18 8,289,208,771
WD19 4,3993,287,10591
WD19 5,2179,118,5177
WD19 6,2894,194,7747
WD19 7,2422,196,5989
WD23 1,2599,301,6625
WD23 2,3238,286,8933
WD23 3,2259,233,6428
WD23 4,2572,203,6293
WD24 4,1862,226,4621
WD24 5,2932,226,8421
WD24 6,1790,129,5829
WD24 7,2260,196,5416
WD25 0,3304,208,8279
WD25 7,3378,227,9787
WD25 8,561,137,1444
WD25 9,4162,270,11294
WD3  1,2209,314,4469
WD3  3,4690,339,12571
WD3  4,1336,241,4338
WD3  5,3004,341,7692
WD3  6,526,93,1360
WD3  7,1370,119,3726
WD3  8,2629,158,6165
WD3  9,1070,102,2686
WD4  8,3428,321,8062
WD4  9,1428,182,3617
WD5  0,4884,331,11694
WD6  1,2984,386,9584
WD6  2,3684,266,9655
WD6  3,1937,314,5343
WD6  4,3490,257,8330
WD6  5,3121,277,8959
WD7  7,1147,203,3363
WD7  8,2135,246,4942
WD7  9,1643,174,4481
WF1  1,877,313,1838
WF1  2,3313,356,10278
WF1  3,3768,315,8882
WF1  4,4742,313,11655
WF1  5,3270,317,7328
WF10 1,1243,221,3698
WF10 2,3875,273,10132
WF10 3,5438,301,13221
WF10 4,5020,281,10380
WF10 5,4861,372,14311
WF11 0,2612,188,6912
WF11 8,3029,259,6443
WF11 9,2172,191,4309
WF12 0,4013,279,9966
WF12 7,3570,273,9286
WF12 8,2879,234,6844
WF12 9,2843,243,9923
WF13 1,671,219,1425
WF13 2,2622,249,6302
WF13 3,3856,266,12398
WF13 4,3369,247,9316
WF14 0,3137,220,7391
WF14 8,1883,206,4089
WF14 9,3812,311,8759
WF15 6,2356,212,5155
WF15 7,3412,229,7334
WF15 8,2205,151,5196
WF16 0,1980,196,4541
WF16 9,3044,241,8310
WF17 0,3443,240,7792
WF17 5,1357,226,3621
WF17 6,2773,233,6823
WF17 7,4160,250,12222
WF17 8,2807,221,7735
WF17 9,2773,242,6299
WF2  0,4835,370,12606
WF2  6,3586,306,8435
WF2  7,3746,279,8569
WF2  8,6004,356,14295
WF2  9,4106,297,10589
WF3  1,4699,342,11260
WF3  2,2301,207,5878
WF3  3,3732,328,9916
WF3  4,3365,235,7032
WF4  1,3775,291,9502
WF4  2,2908,231,6650
WF4  3,4106,264,9373
WF4  4,3824,340,8906
WF4  5,2264,234,5629
WF4  6,2306,170,4504
WF5  0,4001,282,9070
WF5  8,2773,237,6272
WF5  9,2849,294,6553
WF6  1,5231,355,11994
WF6  2,4478,315,10425
WF7  5,3244,215,8047
WF7  6,2846,182,6554
WF7  7,3068,258,8058
WF8  1,2205,294,5134
WF8  2,6083,367,16263
WF8  3,2709,273,6137
WF8  4,3595,295,8550
WF9  1,2981,213,7189
WF9  2,4713,350,11425
WF9  3,3684,273,8690
WF9  4,4088,302,8857
WF9  5,1962,173,5308
WN1  1,350,301,982
WN1  2,4585,310,9539
WN1  3,4737,307,9520
WN2  1,3802,288,8840
WN2  2,3557,230,8081
WN2  3,4146,301,9696
WN2  4,6660,348,15565
WN2  5,4979,287,11630
WN3  4,2508,270,6068
WN3  5,5237,311,11732
WN3  6,5014,320,13020
WN4  0,4255,229,9336
WN4  8,3644,224,8208
WN4  9,4456,292,10308
WN5  0,3917,229,8999
WN5  7,4964,274,11327
WN5  8,5008,283,11127
WN5  9,5634,283,13288
WN6  0,5654,392,15036
WN6  7,4364,263,9755
WN6  8,5140,252,11683
WN6  9,2207,185,5338
WN7  1,4421,298,9499
WN7  2,4562,284,10506
WN7  3,4575,282,10069
WN7  4,3382,303,8627
WN7  5,4848,280,11723
WN8  0,2678,164,6511
WN8  6,6910,351,17502
WN8  7,1838,161,4294
WN8  8,4660,252,10445
WN8  9,3674,263,8647
WR1  1,2012,276,4733
WR1  2,1130,257,2523
WR1  3,1972,246,3144
WR10 1,3328,257,7590
WR10 2,2630,312,7044
WR10 3,2166,196,5164
WR11 1,2934,201,6651
WR11 2,2891,211,8781
WR11 3,1791,160,6573
WR11 4,3820,347,8173
WR11 7,3653,292,9378
WR11 8,3257,262,8461
WR12 7,2939,256,6155
WR13 5,1557,191,3741
WR13 6,2102,251,5113
WR14 1,5382,395,12503
WR14 2,4996,363,10771
WR14 3,2862,287,6396
WR14 4,2542,270,5303
WR15 8,3233,320,7335
WR2  4,4275,351,10320
WR2  5,4901,340,12989
WR2  6,3274,250,8883
WR3  7,4807,356,12040
WR3  8,4233,330,9719
WR4  0,4216,316,10168
WR4  9,6821,392,16338
WR5  1,4153,302,11388
WR5  2,3548,329,9854
WR5  3,5611,386,13831
WR6  5,2251,276,5363
WR6  6,3041,351,7743
WR7  4,2090,268,5737
WR8  0,2769,291,5813
WR8  9,1201,146,2533
WR9  0,2540,255,5685
WR9  7,4203,370,13168
WR9  8,5210,352,10991
WR9  9,1825,138,4574
WS1  1,290,279,807
WS1  2,3412,240,7738
WS1  3,3275,259,9891
WS1  4,3403,182,10002
WS10 0,5781,274,14749
WS10 7,2719,280,7630
WS10 8,4988,329,14033
WS10 9,5300,294,14699
WS11 0,1974,170,4816
WS11 1,4100,311,8921
WS11 4,1855,84,4521
WS11 5,3337,141,7162
WS11 6,1805,90,4186
WS11 7,1668,121,4624
WS11 8,775,62,1903
WS11 9,3168,187,8250
WS12 0,1302,81,3201
WS12 1,2249,135,5088
WS12 2,2553,132,6739
WS12 3,2030,87,4305
WS12 4,6608,373,17404
WS13 6,4289,356,9008
WS13 7,4744,273,10977
WS13 8,2685,391,9146
WS14 0,1844,235,4561
WS14 9,5226,394,13075
WS15 1,4297,310,12526
WS15 2,6333,396,14424
WS15 3,1774,254,4595
WS15 4,3293,262,7139
WS2  0,3507,168,8830
WS2  7,3262,214,9506
WS2  8,4130,289,10997
WS2  9,4452,305,12842
WS3  1,4841,273,15114
WS3  2,5928,324,14031
WS3  3,5846,314,13188
WS3  4,3839,205,8847
WS3  5,860,66,2077
WS4  1,5255,269,13110
WS4  2,2054,149,4761
WS5  3,3779,232,9787
WS5  4,4523,267,12444
WS6  6,3924,201,9069
WS6  7,3477,184,8381
WS7  0,1739,141,3940
WS7  1,2199,121,5458
WS7  2,2415,116,5112
WS7  3,641,85,2735
WS7  4,3159,127,7277
WS7  9,2585,168,5683
WS8  6,2584,168,6726
WS8  7,3962,237,9727
WS9  0,3889,270,9228
WS9  8,4166,346,8720
WS9  9,3620,218,8526
WV1  1,681,244,1549
WV1  2,4218,306,9966
WV1  3,379,245,778
WV1  4,1603,299,4161
WV10 0,5180,282,12567
WV10 6,4965,334,14256
WV10 7,2651,250,9375
WV10 8,4910,266,11947
WV10 9,5576,324,14687
WV11 1,5135,283,12051
WV11 2,4764,254,11366
WV11 3,5167,291,12257
WV12 4,4492,246,10414
WV12 5,6281,340,15175
WV13 1,2378,259,6980
WV13 2,2987,221,7031
WV13 3,3246,260,8318
WV14 0,2644,262,7053
WV14 6,3588,219,9467
WV14 7,1851,182,4831
WV14 8,6186,349,16838
WV14 9,5741,304,13430
WV15 5,1639,176,4175
WV15 6,1887,189,4410
WV16 4,3524,268,6635
WV16 5,1513,132,3729
WV16 6,3046,274,7778
WV2  1,1290,111,3650
WV2  2,2318,223,7883
WV2  3,1577,165,5348
WV2  4,858,236,2342
WV3  0,3278,323,7832
WV3  7,2903,171,7454
WV3  8,2819,154,6895
WV3  9,4070,272,8305
WV4  4,5658,330,13272
WV4  5,4223,314,10865
WV4  6,4433,284,10699
WV5  0,2507,184,5769
WV5  7,1174,111,2619
WV5  8,1640,153,3685
WV5  9,1524,124,3315
WV6  0,5665,338,14464
WV6  7,5659,392,12579
WV6  8,4848,354,10659
WV6  9,3164,218,7650
WV7  3,2853,257,7669
WV8  1,5002,378,11885
WV8  2,1797,144,4207
WV9  5,3245,233,6834
YO1  6,1314,167,1758
YO1  7,549,156,1594
YO1  9,942,194,2511
YO10 3,5164,324,14472
YO10 4,3973,256,8343
YO10 5,2074,196,9663
YO11 1,2583,318,3921
YO11 2,5068,330,6909
YO11 3,5117,357,13067
YO12 4,3961,299,9276
YO12 5,4739,263,9184
YO12 6,4854,276,11132
YO12 7,5477,270,10298
YO13 0,2557,259,5271
YO13 9,2328,199,5282
YO14 0,2862,199,6124
YO14 9,3555,288,5348
YO15 1,1935,192,3400
YO15 2,2735,263,4594
YO15 3,2765,214,5287
YO16 4,4558,327,9263
YO16 6,3861,206,7448
YO16 7,4206,235,8753
YO17 6,1249,161,3089
YO17 7,2377,228,6043
YO17 8,2625,239,6535
YO17 9,3464,270,7858
YO18 7,2875,281,5901
YO18 8,2634,234,5463
YO19 4,607,68,1821
YO19 5,1915,201,4286
YO19 6,2808,295,7072
YO21 1,3100,301,5750
YO21 2,1439,195,2944
YO21 3,3326,281,5070
YO22 4,3410,305,5812
YO22 5,1586,171,2844
YO23 1,4223,247,8506
YO23 2,1789,135,4148
YO23 3,2437,227,6091
YO23 7,449,80,1186
YO24 1,2442,210,5919
YO24 2,3407,178,7269
YO24 3,3835,203,8927
YO24 4,3836,240,7635
YO25 3,1128,170,2418
YO25 4,2151,198,4620
YO25 5,3016,228,7924
YO25 6,2941,236,5549
YO25 8,2732,320,5921
YO25 9,3152,361,7672
YO26 4,3106,165,5736
YO26 5,4940,283,12324
YO26 6,2293,233,5464
YO26 7,866,126,2589
YO26 8,1210,159,3487
YO26 9,565,76,1991
YO30 1,1020,100,2498
YO30 2,654,66,1294
YO30 4,1162,146,2791
YO30 5,3275,221,7461
YO30 6,4227,232,9855
YO30 7,1261,100,2418
YO31 0,2687,202,7415
YO31 1,2147,134,4373
YO31 7,2755,253,5326
YO31 8,2996,166,6393
YO31 9,2916,172,6654
YO32 2,2354,177,5505
YO32 3,3034,189,6449
YO32 4,1284,80,2614
YO32 5,2395,194,6058
YO32 9,3318,270,7943
YO41 1,2294,273,6874
YO41 4,864,109,2141
YO41 5,1134,129,3006
YO42 1,891,173,2428
YO42 2,3733,379,9649
YO42 4,1774,231,4194
YO43 3,3313,292,8274
YO43 4,2155,240,4990
YO51 9,2474,322,6475
YO60 6,798,104,1618
YO60 7,1461,207,2960
YO61 1,2143,246,5281
YO61 2,525,78,1246
YO61 3,2575,296,6051
YO61 4,1017,124,2048
YO62 4,1124,147,2896
YO62 5,1516,201,2893
YO62 6,2330,226,4281
YO62 7,918,119,1998
YO7  1,4367,344,8887
YO7  2,1267,199,2533
YO7  3,1666,308,5995
YO7  4,1504,247,3896
YO8  3,2082,193,5571
YO8  4,3239,244,6988
YO8  5,2784,216,7178
YO8  6,2130,163,5040
YO8  8,3615,293,10030
YO8  9,5325,353,13496
LD7  1,2367,23,4519
LD8  2,2065,28,4491
LL14 5,2257,28,5005
NP16 7,2435,203,6299
NP25 3,2425,5,4918
NP25 4,1460,17,3871
NP25 5,2862,15,7162
NP7  8,1348,2,3083
